PUC-7235;1769;22/08/2021;12:23;15:58
PUD-8254;1479;22/08/2021;17:35;19:19
PUB-0175;1467;23/08/2021;08:27;14:34
PUC-6156;1670;23/08/2021;09:13;10:29
PUB-3465;1457;23/08/2021;10:02;10:23
PUD-9430;1807;23/08/2021;11:24;11:55
PUA-7488;1231;24/08/2021;08:20;10:03
PUE-6198;1462;24/08/2021;09:33;14:35
PUA-2700;2363;24/08/2021;09:35;13:13
PUA-2992;1983;24/08/2021;10:04;12:54
PUB-0702;1981;24/08/2021;10:46;14:29
PUF-1639;2362;24/08/2021;14:32;17:39
PUF-5427;191;25/08/2021;08:17;13:20
PUC-1709;579;25/08/2021;10:21;10:59
PUC-1745;556;25/08/2021;10:58;16:14
PUD-1288;2319;25/08/2021;16:06;20:34
PUD-7518;1496;26/08/2021;08:08;13:23
PUC-5462;395;26/08/2021;11:02;15:14
PUC-3499;2229;26/08/2021;12:48;17:16
PUE-1231;2017;27/08/2021;08:26;09:37
PUC-4473;1976;27/08/2021;08:44;13:47
PUC-5262;293;27/08/2021;09:21;13:50
PUE-0280;711;27/08/2021;09:26;12:28
PUC-2330;879;27/08/2021;10:22;10:54
PUB-6334;1228;28/08/2021;08:23;09:13
PUC-7511;1963;28/08/2021;08:59;10:53
PUF-7453;774;28/08/2021;09:43;11:56
PUA-9988;1157;28/08/2021;09:43;15:01
PUC-8028;1961;28/08/2021;10:00;13:58
PUC-6452;790;28/08/2021;10:05;12:51
PUD-8998;1750;28/08/2021;13:37;14:17
PUF-2990;803;28/08/2021;15:44;17:58
PUB-0752;1021;29/08/2021;08:18;09:45
PUD-1555;542;29/08/2021;08:49;13:01
PUF-7269;1588;29/08/2021;09:33;14:29
PUB-6130;714;29/08/2021;09:48;13:51
PUB-0785;139;29/08/2021;10:10;15:44
PUF-4347;438;29/08/2021;16:12;20:28
PUD-9847;1700;30/08/2021;08:23;12:07
PUB-6611;1950;30/08/2021;08:34;13:14
PUF-1374;1758;30/08/2021;09:59;15:34
PUC-9024;127;30/08/2021;16:18;21:06
PUD-0175;1389;31/08/2021;08:19;12:29
PUC-6460;2462;31/08/2021;09:30;12:53
PUE-6161;336;31/08/2021;09:56;15:08
PUB-4766;190;31/08/2021;10:55;14:21
PUA-3808;747;31/08/2021;10:56;14:04
PUA-9934;1450;31/08/2021;14:21;15:40
PUA-5863;1720;31/08/2021;17:14;22:13
PUB-1805;2174;01/09/2021;08:22;09:50
PUA-4341;727;01/09/2021;10:07;16:15
PUA-4954;627;01/09/2021;10:18;11:10
PUE-2223;1393;01/09/2021;10:29;14:00
PUF-0492;1138;01/09/2021;10:32;12:40
PUA-4741;988;01/09/2021;10:58;12:32
PUA-4472;1859;01/09/2021;17:38;18:39
PUC-8689;2034;02/09/2021;09:16;10:17
PUF-4483;2089;02/09/2021;09:49;14:25
PUF-4309;1689;02/09/2021;10:27;12:51
PUA-6899;561;02/09/2021;10:36;12:47
PUF-4941;1080;02/09/2021;16:44;18:53
PUA-2791;2103;02/09/2021;17:02;19:46
PUD-6694;135;02/09/2021;17:24;23:17
PUF-9735;1513;03/09/2021;08:06;14:20
PUC-8068;119;03/09/2021;08:48;10:28
PUE-2780;1834;03/09/2021;09:18;13:28
PUB-3700;362;03/09/2021;09:45;15:25
PUC-1074;245;03/09/2021;10:28;13:54
PUC-0177;1380;03/09/2021;14:35;18:41
PUC-2223;2282;03/09/2021;15:13;21:15
PUD-7368;1666;04/09/2021;08:36;14:37
PUB-8480;1492;04/09/2021;16:49;22:53
PUA-4065;2053;05/09/2021;08:33;08:58
PUF-3937;624;05/09/2021;08:36;09:50
PUA-7914;2006;05/09/2021;09:10;14:40
PUD-6966;709;05/09/2021;10:02;14:55
PUB-9965;560;06/09/2021;10:05;13:43
PUF-3594;2051;06/09/2021;10:12;13:06
PUE-8710;1689;06/09/2021;16:42;18:31
PUA-2509;610;07/09/2021;09:19;14:20
PUB-8974;734;07/09/2021;09:52;12:11
PUC-3003;855;08/09/2021;08:55;12:05
PUA-5827;1536;08/09/2021;09:34;10:35
PUB-3066;1355;08/09/2021;09:39;11:11
PUD-9254;1207;08/09/2021;13:21;18:02
PUD-1796;185;09/09/2021;08:18;10:39
PUC-3297;1192;09/09/2021;14:16;19:39
PUA-6632;876;10/09/2021;08:09;10:34
PUF-1768;230;10/09/2021;08:32;09:45
PUC-6544;444;10/09/2021;11:16;16:04
PUA-4140;2291;10/09/2021;11:26;13:15
PUD-2261;2016;10/09/2021;11:45;15:04
PUA-5322;1813;10/09/2021;15:16;20:15
PUB-2469;881;11/09/2021;08:36;12:14
PUD-6716;1594;11/09/2021;09:32;10:14
PUE-4408;2074;11/09/2021;09:35;13:35
PUF-0198;2499;12/09/2021;08:04;10:26
PUC-3351;2408;12/09/2021;08:49;12:58
PUB-3350;512;12/09/2021;09:32;11:15
PUE-4080;388;12/09/2021;09:47;11:33
PUF-5941;2478;12/09/2021;10:38;14:48
PUB-0387;1747;13/09/2021;10:44;12:24
PUD-0674;863;13/09/2021;12:51;15:35
PUA-9252;1534;16/09/2021;08:19;14:03
PUB-2188;486;16/09/2021;09:34;12:16
PUE-5516;358;16/09/2021;10:19;15:41
PUC-8840;1356;16/09/2021;16:02;20:00
PUF-0021;1323;18/09/2021;09:36;15:30
PUC-5142;286;18/09/2021;10:32;13:02
PUF-1104;1722;18/09/2021;10:46;15:40
PUD-5233;2452;18/09/2021;13:13;18:53
PUF-1144;1361;19/09/2021;09:07;15:02
PUB-7493;1003;19/09/2021;11:31;14:33
PUF-6045;1870;19/09/2021;12:50;17:37
PUD-5025;144;19/09/2021;17:00;17:18
PUE-5231;485;22/09/2021;09:33;15:34
PUC-0422;819;22/09/2021;17:25;20:05
PUE-0931;878;23/09/2021;10:13;11:50
PUA-6344;232;23/09/2021;10:30;16:24
PUF-5139;626;23/09/2021;16:51;21:08
PUC-3482;1497;25/09/2021;17:55;22:10
PUA-3480;963;26/09/2021;08:16;12:56
PUB-0332;1262;26/09/2021;08:31;10:12
